REGION_NAME,LW_B,LENGTH_CONVERSION_FACTOR,LMAX,LATITUDE,LONGITUDE,OBS_YEAR,SITEVISITID,DATE_,HABITAT_CODE,REPLICATEID,COMMONNAME,GENUS,SCIENTIFIC_NAME,MAX_HEIGHT,COMPLEXITY,SUBSTRATE_HEIGHT_0,SUBSTRATE_HEIGHT_20,SUBSTRATE_HEIGHT_50,SUBSTRATE_HEIGHT_100,SUBSTRATE_HEIGHT_150,OTHERBENTHIC,TAXONNAME,DEPTH,HARD_CORAL,MA,TA,CCA,SAND,OTHER,TRAINING_YN,OBS_TYPE,TROPHIC_MONREP,TROPHIC,ISLAND,SITE,REEF_ZONE,DEPTH_BIN,DIVER,REP,METHOD,SPECIES,COUNT,SIZE_,FAMILY,COMMONFAMILYALL,LW_A
NWHI,3.21082,0.9,38,21.964998,-160.14387,2024,57003,10-Sep-24,SAG,2000000928,Manybar goatfish,Parupeneus,Parupeneus multifasciatus,3,,,,,,,,Parupeneus multifasciatus,19.5072,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2756,,,CC,A,nSPC,PAMU,2,9,Mullidae,Goatfish,0.01136
NWHI,3.1253,1,14,21.986726,-160.135459,2024,57005,10-Sep-24,PAV,2000000929,Arc-eye hawkfish,Paracirrhites,Paracirrhites arcatus,0.4,,,,,,,,Paracirrhites arcatus,15.24,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2802,,,HYW,A,nSPC,PAAR,1,8,Cirrhitidae,Hawkfish,0.0165
NWHI,3.21082,0.9,38,21.964998,-160.14387,2024,57003,10-Sep-24,SAG,2000000928,Manybar goatfish,Parupeneus,Parupeneus multifasciatus,3,,,,,,,,Parupeneus multifasciatus,19.5072,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2756,,,CC,A,nSPC,PAMU,1,10,Mullidae,Goatfish,0.01136
NWHI,3.581,0.98,10,21.986726,-160.135459,2024,57005,10-Sep-24,PAV,2000000929,Biting blenny,Plagiotremus,Plagiotremus goslinei,0.4,,,,,,,,Plagiotremus goslinei,15.24,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2802,,,HYW,A,nSPC,PLGO,1,5,Blenniidae,Blenny,0.0018
NWHI,2.911,1,12,21.986726,-160.135459,2024,57005,10-Sep-24,PAV,2000000929,Hawaiian dascyllus,Dascyllus,Dascyllus albisella,0.4,,,,,,,,Dascyllus albisella,15.24,,,,,,,0,I,PLANKTIVORE,Pk,Niihau,NII-2802,,,HYW,A,nSPC,DAAL,1,3,Pomacentridae,Damselfish,0.0462
NWHI,3,1,15,21.958585,-160.136754,2024,57006,10-Sep-24,AGR,2000000934,Ornamented wrasse,Halichoeres,Halichoeres ornatissimus,0.2,,,,,,,,Halichoeres ornatissimus,9.7536,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2804,,,MP1,A,nSPC,HAOR,1,7,Labridae,Wrasse,0.0133
NWHI,2.641,1,25,21.958585,-160.136754,2024,57006,10-Sep-24,AGR,2000000933,Wedge-tail triggerfish,Rhinecanthus,Rhinecanthus rectangulus,0.3,,,,,,,,Rhinecanthus rectangulus,9.4488,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2804,,,ARG,A,nSPC,RHRE,1,17,Balistidae,Triggerfish,0.0522
NWHI,3.1253,1,14,21.958585,-160.136754,2024,57006,10-Sep-24,AGR,2000000934,Arc-eye hawkfish,Paracirrhites,Paracirrhites arcatus,0.2,,,,,,,,Paracirrhites arcatus,9.7536,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2804,,,MP1,A,nSPC,PAAR,5,5,Cirrhitidae,Hawkfish,0.0165
NWHI,2.641,1,25,21.958585,-160.136754,2024,57006,10-Sep-24,AGR,2000000933,Wedge-tail triggerfish,Rhinecanthus,Rhinecanthus rectangulus,0.3,,,,,,,,Rhinecanthus rectangulus,9.4488,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2804,,,ARG,A,nSPC,RHRE,1,16,Balistidae,Triggerfish,0.0522
NWHI,3.1563,1,14,21.964998,-160.14387,2024,57003,10-Sep-24,SAG,2000000928,Eight-lined wrasse,Pseudocheilinus,Pseudocheilinus octotaenia,3,,,,,,,,Pseudocheilinus octotaenia,19.5072,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2756,,,CC,A,nSPC,PSOC,1,12,Labridae,Wrasse,0.0138
NWHI,3.25,0.97,46,21.986726,-160.135459,2024,57005,10-Sep-24,PAV,2000000929,Orangespine unicornfish,Naso,Naso lituratus,0.4,,,,,,,,Naso lituratus,15.24,,,,,,,0,F,PRIMARY,H,Niihau,NII-2802,,,HYW,A,nSPC,NALI,1,19,Acanthuridae,Surgeonfish,0.0085
NWHI,3.055,0.86,40,21.964998,-160.14387,2024,57003,10-Sep-24,SAG,2000000930,Orangespot surgeonfish,Acanthurus,Acanthurus olivaceus,3,,,,,,,,Acanthurus olivaceus,18.8976,,,,,,,0,I,PRIMARY,H,Niihau,NII-2756,,,AH2,A,nSPC,ACOL,2,20,Acanthuridae,Surgeonfish,0.03839
NWHI,3.31416,0.93,12,21.958585,-160.136754,2024,57006,10-Sep-24,AGR,2000000934,Iridescent cardinalfish,Apogon,Pristiapogon kallopterus,0.2,,,,,,,,Pristiapogon kallopterus,9.7536,,,,,,,0,I,PLANKTIVORE,Pk,Niihau,NII-2804,,,MP1,A,nSPC,PRKA,1,6,Apogonidae,Cardinalfish,0.0101
NWHI,3.097,0.9,26,21.958585,-160.136754,2024,57006,10-Sep-24,AGR,2000000933,Saddle wrasse,Thalassoma,Thalassoma duperrey,0.3,,,,,,,,Thalassoma duperrey,9.4488,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2804,,,ARG,A,nSPC,THDU,1,7,Labridae,Wrasse,0.0123
NWHI,3.14,1,35,21.958585,-160.136754,2024,57006,10-Sep-24,AGR,2000000934,Mackerel scad,Decapterus,Decapterus macarellus,0.2,,,,,,,,Decapterus macarellus,9.7536,,,,,,,0,T,PLANKTIVORE,Pk,Niihau,NII-2804,,,MP1,A,nSPC,DEMA,5,12,Carangidae,Jack,0.0078
NWHI,3,1,15,21.964998,-160.14387,2024,57003,10-Sep-24,SAG,2000000928,Ornamented wrasse,Halichoeres,Halichoeres ornatissimus,3,,,,,,,,Halichoeres ornatissimus,19.5072,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2756,,,CC,A,nSPC,HAOR,1,11,Labridae,Wrasse,0.0133
NWHI,3.15059,0.95,75,21.989727,-160.134377,2024,57004,10-Sep-24,PAV,2000000931,Kyphosus species,Kyphosus,,0.7,,,,,,,,Kyphosus sp,15.8496,,,,,,,0,I,PRIMARY,H,Niihau,NII-2805,,,PT,A,nSPC,CHUB,1,30,Kyphosidae,Chub,0.01285
NWHI,3.097,0.9,26,21.958585,-160.136754,2024,57006,10-Sep-24,AGR,2000000933,Saddle wrasse,Thalassoma,Thalassoma duperrey,0.3,,,,,,,,Thalassoma duperrey,9.4488,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2804,,,ARG,A,nSPC,THDU,1,3,Labridae,Wrasse,0.0123
NWHI,3.097,0.9,26,21.958585,-160.136754,2024,57006,10-Sep-24,AGR,2000000933,Saddle wrasse,Thalassoma,Thalassoma duperrey,0.3,,,,,,,,Thalassoma duperrey,9.4488,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2804,,,ARG,A,nSPC,THDU,1,8,Labridae,Wrasse,0.0123
NWHI,3.109,1,70,21.989727,-160.134377,2024,57004,10-Sep-24,PAV,2000000931,Ember parrotfish,Scarus,Scarus rubroviolaceus,0.7,,,,,,,,Scarus rubroviolaceus,15.8496,,,,,,,0,N,PRIMARY,H,Niihau,NII-2805,,,PT,A,nSPC,SCRU,1,30,Scaridae,Parrotfish,0.0136
NWHI,3.178,1,12,21.958585,-160.136754,2024,57006,10-Sep-24,AGR,2000000933,Smalltail wrasse,Pseudojuloides,Pseudojuloides cerasinus,0.3,,,,,,,,Pseudojuloides cerasinus,9.4488,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2804,,,ARG,A,nSPC,PSCE,1,8,Labridae,Wrasse,0.0107
NWHI,3.175,0.95,22,21.964998,-160.14387,2024,57003,10-Sep-24,SAG,2000000928,Threespot chromis,Chromis,Chromis verater,3,,,,,,,,Chromis verater,19.5072,,,,,,,0,I,PLANKTIVORE,Pk,Niihau,NII-2756,,,CC,A,nSPC,CHVE,2,17,Pomacentridae,Damselfish,0.0229
NWHI,3.254,1,20,21.958585,-160.136754,2024,57006,10-Sep-24,AGR,2000000933,Elegant coris,Coris,Coris venusta,0.3,,,,,,,,Coris venusta,9.4488,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2804,,,ARG,A,nSPC,COVE,1,8,Labridae,Wrasse,0.0065
NWHI,3,1,11,21.964998,-160.14387,2024,57003,10-Sep-24,SAG,2000000928,Agile chromis,Chromis,Chromis agilis,3,,,,,,,,Chromis pacifica,19.5072,,,,,,,0,I,PLANKTIVORE,Pk,Niihau,NII-2756,,,CC,A,nSPC,CHPA,2,6,Pomacentridae,Damselfish,0.0035
NWHI,3.05,1,55,21.986726,-160.135459,2024,57005,10-Sep-24,PAV,2000000932,Hawaiian Hogfish,Bodianus,Bodianus albotaeniatus,0.4,,,,,,,,Bodianus albotaeniatus,14.6304,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2802,,,SRL,A,nSPC,BOAL,1,33,Labridae,Wrasse,0.01202
NWHI,3,1,15,21.958585,-160.136754,2024,57006,10-Sep-24,AGR,2000000933,Vanderbilt's chromis,Chromis,Chromis vanderbilti,0.3,,,,,,,,Chromis vanderbilti,9.4488,,,,,,,0,I,PLANKTIVORE,Pk,Niihau,NII-2804,,,ARG,A,nSPC,CHVA,2,5,Pomacentridae,Damselfish,0.0258
NWHI,3,1,24,21.964998,-160.14387,2024,57003,10-Sep-24,SAG,2000000930,Spotted surgeonfish,Ctenochaetus,Ctenochaetus strigosus,3,,,,,,,,Ctenochaetus strigosus,18.8976,,,,,,,0,I,PRIMARY,H,Niihau,NII-2756,,,AH2,A,nSPC,CTST,1,13,Acanthuridae,Surgeonfish,0.022
NWHI,3.1253,1,14,21.958585,-160.136754,2024,57006,10-Sep-24,AGR,2000000933,Arc-eye hawkfish,Paracirrhites,Paracirrhites arcatus,0.3,,,,,,,,Paracirrhites arcatus,9.4488,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2804,,,ARG,A,nSPC,PAAR,1,7,Cirrhitidae,Hawkfish,0.0165
NWHI,3.00336,0.92,33,21.964998,-160.14387,2024,57003,10-Sep-24,SAG,2000000928,Blotcheye soldierfish,Myripristis,Myripristis berndti,3,,,,,,,,Myripristis berndti,19.5072,,,,,,,0,I,PLANKTIVORE,Pk,Niihau,NII-2756,,,CC,A,nSPC,MYBE,6,20,Holocentridae,Soldierfish,0.02769
NWHI,2.854,0.88,75,21.964998,-160.14387,2024,57003,10-Sep-24,SAG,2000000930,Sleek unicornfish,Naso,Naso hexacanthus,3,,,,,,,,Naso hexacanthus,18.8976,,,,,,,0,I,PLANKTIVORE,Pk,Niihau,NII-2756,,,AH2,A,nSPC,NAHE,12,18,Acanthuridae,Surgeonfish,0.04244108
NWHI,3.373,0.85,240,21.986726,-160.135459,2024,57005,10-Sep-24,PAV,2000000932,Grey reef shark,Carcharhinus,Carcharhinus amblyrhynchos,0.4,,,,,,,,Carcharhinus amblyrhynchos,14.6304,,,,,,,0,N,PISCIVORE,Pisc,Niihau,NII-2802,,,SRL,A,nSPC,CAAB,1,75,Carcharhinidae,Requiem,0.0023
NWHI,3.1253,1,14,21.964998,-160.14387,2024,57003,10-Sep-24,SAG,2000000928,Arc-eye hawkfish,Paracirrhites,Paracirrhites arcatus,3,,,,,,,,Paracirrhites arcatus,19.5072,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2756,,,CC,A,nSPC,PAAR,2,10,Cirrhitidae,Hawkfish,0.0165
NWHI,3.31416,0.93,12,21.964998,-160.14387,2024,57003,10-Sep-24,SAG,2000000928,Iridescent cardinalfish,Apogon,Pristiapogon kallopterus,3,,,,,,,,Pristiapogon kallopterus,19.5072,,,,,,,0,I,PLANKTIVORE,Pk,Niihau,NII-2756,,,CC,A,nSPC,PRKA,1,9,Apogonidae,Cardinalfish,0.0101
NWHI,3.05,1,55,21.963974,-160.061694,2024,57007,10-Sep-24,PAV,2000000936,Hawaiian Hogfish,Bodianus,Bodianus albotaeniatus,1.2,,,,,,,,Bodianus albotaeniatus,10.3632,,,,,,,0,N,SECONDARY,MI,Niihau,NII-2770,,,HYW,A,nSPC,BOAL,1,35,Labridae,Wrasse,0.01202
NWHI,3.055,0.86,40,21.963974,-160.061694,2024,57007,10-Sep-24,PAV,2000000936,Orangespot surgeonfish,Acanthurus,Acanthurus olivaceus,1.2,,,,,,,,Acanthurus olivaceus,10.3632,,,,,,,0,I,PRIMARY,H,Niihau,NII-2770,,,HYW,A,nSPC,ACOL,2,32,Acanthuridae,Surgeonfish,0.03839
NWHI,3.097,0.9,26,21.986726,-160.135459,2024,57005,10-Sep-24,PAV,2000000932,Saddle wrasse,Thalassoma,Thalassoma duperrey,0.4,,,,,,,,Thalassoma duperrey,14.6304,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2802,,,SRL,A,nSPC,THDU,4,6,Labridae,Wrasse,0.0123
NWHI,2.635,1,12,21.986726,-160.135459,2024,57005,10-Sep-24,PAV,2000000932,Johnston Island damsel,Plectroglyphidodon,Plectroglyphidodon johnstonianus,0.4,,,,,,,,Plectroglyphidodon johnstonianus,14.6304,,,,,,,0,I,SECONDARY,Cor,Niihau,NII-2802,,,SRL,A,nSPC,PLJO,2,4,Pomacentridae,Damselfish,0.0612
NWHI,3.02837,0.91,23,21.989727,-160.134377,2024,57004,10-Sep-24,PAV,2000000935,Brown surgeonfish,Acanthurus,Acanthurus nigrofuscus,0.75,,,,,,,,Acanthurus nigrofuscus,15.5448,,,,,,,0,I,PRIMARY,H,Niihau,NII-2805,,,JR1,A,nSPC,ACNF,4,12,Acanthuridae,Surgeonfish,0.02637
NWHI,3,1,15,21.986726,-160.135459,2024,57005,10-Sep-24,PAV,2000000932,Vanderbilt's chromis,Chromis,Chromis vanderbilti,0.4,,,,,,,,Chromis vanderbilti,14.6304,,,,,,,0,I,PLANKTIVORE,Pk,Niihau,NII-2802,,,SRL,A,nSPC,CHVA,2,4,Pomacentridae,Damselfish,0.0258
NWHI,3,1,28,21.989727,-160.134377,2024,57004,10-Sep-24,PAV,2000000935,Boomerang triggerfish,Sufflamen,Sufflamen bursa,0.75,,,,,,,,Sufflamen bursa,15.5448,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2805,,,JR1,A,nSPC,SUBU,1,14,Balistidae,Triggerfish,0.0216
NWHI,2.9895,1,14,21.989727,-160.134377,2024,57004,10-Sep-24,PAV,2000000935,Sunburst butterflyfish,Chaetodon,Chaetodon kleinii,0.75,,,,,,,,Chaetodon kleinii,15.5448,,,,,,,0,I,PLANKTIVORE,Pk,Niihau,NII-2805,,,JR1,A,nSPC,CHKL,1,6,Chaetodontidae,Butterflyfish,0.0296
NWHI,3.02837,0.91,23,21.963974,-160.061694,2024,57007,10-Sep-24,PAV,2000000936,Brown surgeonfish,Acanthurus,Acanthurus nigrofuscus,1.2,,,,,,,,Acanthurus nigrofuscus,10.3632,,,,,,,0,I,PRIMARY,H,Niihau,NII-2770,,,HYW,A,nSPC,ACNF,2,8,Acanthuridae,Surgeonfish,0.02637
NWHI,2.9895,1,14,21.989727,-160.134377,2024,57004,10-Sep-24,PAV,2000000935,Sunburst butterflyfish,Chaetodon,Chaetodon kleinii,0.75,,,,,,,,Chaetodon kleinii,15.5448,,,,,,,0,I,PLANKTIVORE,Pk,Niihau,NII-2805,,,JR1,A,nSPC,CHKL,1,8,Chaetodontidae,Butterflyfish,0.0296
NWHI,3,1,28,21.989727,-160.134377,2024,57004,10-Sep-24,PAV,2000000931,Boomerang triggerfish,Sufflamen,Sufflamen bursa,0.7,,,,,,,,Sufflamen bursa,15.8496,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2805,,,PT,A,nSPC,SUBU,1,14,Balistidae,Triggerfish,0.0216
NWHI,2.9895,1,14,21.964998,-160.14387,2024,57003,10-Sep-24,SAG,2000000930,Sunburst butterflyfish,Chaetodon,Chaetodon kleinii,3,,,,,,,,Chaetodon kleinii,18.8976,,,,,,,0,I,PLANKTIVORE,Pk,Niihau,NII-2756,,,AH2,A,nSPC,CHKL,1,6,Chaetodontidae,Butterflyfish,0.0296
NWHI,3.03482768,1,38,21.963974,-160.061694,2024,57007,10-Sep-24,PAV,2000000936,Masked triggerfish,Sufflamen,Sufflamen fraenatum,1.2,,,,,,,,Sufflamen fraenatum,10.3632,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2770,,,HYW,A,nSPC,SUFR,1,32,Balistidae,Triggerfish,0.02881318
NWHI,2.9895,1,16,21.964998,-160.14387,2024,57003,10-Sep-24,SAG,2000000930,Fourspot butterflyfish,Chaetodon,Chaetodon quadrimaculatus,3,,,,,,,,Chaetodon quadrimaculatus,18.8976,,,,,,,0,I,SECONDARY,Cor,Niihau,NII-2756,,,AH2,A,nSPC,CHQU,1,11,Chaetodontidae,Butterflyfish,0.0296
NWHI,2.5537,1,28,21.986726,-160.135459,2024,57005,10-Sep-24,PAV,2000000932,Whitespotted boxfish,Ostracion,Ostracion meleagris,0.4,,,,,,,,Ostracion meleagris,14.6304,,,,,,,0,I,SECONDARY,SI,Niihau,NII-2802,,,SRL,A,nSPC,OSME,1,12,Ostraciidae,Boxfish,0.1141
NWHI,2.9895,1,16,21.963974,-160.061694,2024,57007,10-Sep-24,PAV,2000000936,Millet butterflyfish,Chaetodon,Chaetodon miliaris,1.2,,,,,,,,Chaetodon miliaris,10.3632,,,,,,,0,I,PLANKTIVORE,Pk,Niihau,NII-2770,,,HYW,A,nSPC,CHMI,1,3,Chaetodontidae,Butterflyfish,0.0296
NWHI,3.097,0.9,26,21.989727,-160.134377,2024,57004,10-Sep-24,PAV,2000000935,Saddle wrasse,Thalassoma,Thalassoma duperrey,0.75,,,,,,,,Thalassoma duperrey,15.5448,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2805,,,JR1,A,nSPC,THDU,9,5,Labridae,Wrasse,0.0123
NWHI,3.21082,0.9,38,21.963974,-160.061694,2024,57007,10-Sep-24,PAV,2000000936,Manybar goatfish,Parupeneus,Parupeneus multifasciatus,1.2,,,,,,,,Parupeneus multifasciatus,10.3632,,,,,,,0,P,SECONDARY,MI,Niihau,NII-2770,,,HYW,A,nSPC,PAMU,3,6,Mullidae,Goatfish,0.01136
NWHI,2.9895,1,16,21.989727,-160.134377,2024,57004,10-Sep-24,PAV,2000000931,Millet butterflyfish,Chaetodon,Chaetodon miliaris,0.7,,,,,,,,Chaetodon miliaris,15.8496,,,,,,,0,N,PLANKTIVORE,Pk,Niihau,NII-2805,,,PT,A,nSPC,CHMI,2,9,Chaetodontidae,Butterflyfish,0.0296
NWHI,3.21082,0.9,38,21.963974,-160.061694,2024,57007,10-Sep-24,PAV,2000000936,Manybar goatfish,Parupeneus,Parupeneus multifasciatus,1.2,,,,,,,,Parupeneus multifasciatus,10.3632,,,,,,,0,I,SECONDARY,MI,Niihau,NII-2770,,,HYW,A,nSPC,PAMU,2,5,Mullidae,Goatfish,0.01136
